Time,Open,High,Low,Last,Change,%Chg,Volume,"Open Int"
02/15/2022,562.25,562.25,561,562.25,-5.25,-0.93%,0,13
02/14/2022,565,567.5,565,567.5,3.5,+0.62%,2,13
02/11/2022,560,564,560,564,3.75,+0.67%,10,11
02/10/2022,560.25,560.25,560.25,560.25,-4.75,-0.84%,0,6
02/09/2022,565,565,565,565,9,+1.62%,0,6
02/08/2022,556,556,556,556,0.5,+0.09%,0,6
02/07/2022,555.5,555.5,555.5,555.5,5.25,+0.95%,0,6
02/04/2022,550.25,550.25,550.25,550.25,1.25,+0.23%,0,6
02/03/2022,549,549,549,549,-4.25,-0.77%,0,6
02/02/2022,553.25,553.25,553.25,553.25,-1.75,-0.32%,0,6
02/01/2022,555,555,555,555,7.75,+1.42%,2,6
01/31/2022,547.25,547.25,547.25,547.25,-3,-0.55%,0,4
01/28/2022,550.25,550.25,550.25,550.25,2,+0.36%,0,4
01/27/2022,548.25,548.25,548.25,548.25,-3.75,-0.68%,0,4
01/26/2022,552,552,552,552,-1,-0.18%,0,4
01/25/2022,553,553,553,553,8.25,+1.51%,0,4
01/24/2022,544.75,544.75,544.75,544.75,2.5,+0.46%,0,4
01/21/2022,542.25,542.25,542.25,542.25,0.5,+0.09%,0,4
01/20/2022,541.75,541.75,541.75,541.75,-3.5,-0.64%,0,4
01/19/2022,545.25,545.25,545.25,545.25,10.5,+1.96%,0,4
01/18/2022,534.75,534.75,534.75,534.75,-1.75,-0.33%,0,4
01/14/2022,536.5,536.5,536.5,536.5,0,0.00%,0,4
01/13/2022,542.75,542.75,542.75,536.5,-4.5,-0.83%,0,4
01/12/2022,535,541,535,541,6.75,+1.26%,2,4
01/11/2022,534.25,534.25,534.25,534.25,-0.75,-0.14%,0,2
01/10/2022,535,535,535,535,5.5,+1.04%,0,2
01/07/2022,529.5,529.5,529.5,529.5,8.25,+1.58%,0,2
01/06/2022,520,521.25,520,521.25,8.75,+1.71%,4,2
01/05/2022,512.5,512.5,512.5,512.5,-1,-0.19%,0,0
01/04/2022,513.5,513.5,513.5,513.5,4,+0.79%,0,0
01/03/2022,509.5,509.5,509.5,509.5,2.5,+0.49%,0,0
12/31/2021,507,507,507,507,1.25,+0.25%,0,0
12/30/2021,505.75,505.75,505.75,505.75,-5.75,-1.12%,0,0
12/29/2021,511.5,511.5,511.5,511.5,4.25,+0.84%,0,0
12/28/2021,507.25,507.25,507.25,507.25,-5,-0.98%,0,0
12/27/2021,512.25,512.25,512.25,512.25,3.5,+0.69%,0,0
12/23/2021,508.75,508.75,508.75,508.75,0,0.00%,0,0
12/22/2021,507.75,507.75,507.75,508.75,2,+0.39%,0,0
12/21/2021,506.75,506.75,506.75,506.75,2,+0.40%,0,0
12/20/2021,504.75,504.75,504.75,504.75,-1,-0.20%,0,0
12/17/2021,505.75,505.75,505.75,505.75,0,0.00%,0,0
12/16/2021,506.5,506.5,506.5,505.75,5.5,+1.10%,0,0
12/15/2021,500.25,500.25,500.25,500.25,-1.25,-0.25%,0,0
